SQUADRA, GIOCATORE, RUOLO, RATING

Argentina, Franco Armani, POR, 88
Argentina, Gabriel Mercado, TD, 87
Argentina, Nicolás Otamendi, DC, 89
Argentina, Marcos Rojo, DC, 87
Argentina, Nicolás Tagliafico, TS, 88
Argentina, Javier Mascherano, CC, 90
Argentina, Éver Banega, CC, 88
Argentina, Ángel Di María, TRQ, 91
Argentina, Lionel Messi, ATT, 95
Argentina, Sergio Agüero, ATT, 92
Argentina, Gonzalo Higuaín, ATT, 89

Spagna, David de Gea, POR, 91
Spagna, Dani Carvajal, TD, 89
Spagna, Sergio Ramos, DC, 92
Spagna, Gerard Piqué, DC, 90
Spagna, Jordi Alba, TS, 89
Spagna, Sergio Busquets, CC, 91
Spagna, Andrés Iniesta, CC, 92
Spagna, Thiago Alcântara, CC, 88
Spagna, Isco, TRQ, 90
Spagna, Diego Costa, ATT, 90
Spagna, Marco Asensio, ATT, 88

Germania, Manuel Neuer, POR, 92
Germania, Joshua Kimmich, TD, 90
Germania, Mats Hummels, DC, 91
Germania, Jérôme Boateng, DC, 89
Germania, Jonas Hector, TS, 87
Germania, Toni Kroos, CC, 92
Germania, Sami Khedira, CC, 88
Germania, Mesut Özil, TRQ, 89
Germania, Thomas Müller, ATT, 91
Germania, Timo Werner, ATT, 89
Germania, Marco Reus, ATT, 90

Francia, Hugo Lloris, POR, 91
Francia, Benjamin Pavard, TD, 88
Francia, Raphaël Varane, DC, 91
Francia, Samuel Umtiti, DC, 89
Francia, Lucas Hernández, TS, 88
Francia, N’Golo Kanté, CC, 92
Francia, Paul Pogba, CC, 91
Francia, Blaise Matuidi, CC, 88
Francia, Antoine Griezmann, TRQ, 92
Francia, Kylian Mbappé, ATT, 94
Francia, Olivier Giroud, ATT, 89

Brasile, Alisson, POR, 91
Brasile, Dani Alves, TD, 89
Brasile, Thiago Silva, DC, 91
Brasile, Miranda, DC, 88
Brasile, Marcelo, TS, 90
Brasile, Casemiro, CC, 90
Brasile, Paulinho, CC, 88
Brasile, Philippe Coutinho, TRQ, 92
Brasile, Neymar, ATT, 94
Brasile, Gabriel Jesus, ATT, 89
Brasile, Willian, CC, 88

Belgio, Thibaut Courtois, POR, 92
Belgio, Toby Alderweireld, DC, 89
Belgio, Jan Vertonghen, DC, 90
Belgio, Thomas Meunier, TD, 88
Belgio, Axel Witsel, CC, 89
Belgio, Kevin De Bruyne, CC, 94
Belgio, Marouane Fellaini, CC, 88
Belgio, Eden Hazard, ATT, 93
Belgio, Dries Mertens, TRQ, 90
Belgio, Romelu Lukaku, ATT, 92
Belgio, Yannick Carrasco, CC, 88

Croazia, Danijel Subašić, POR, 88
Croazia, Sime Vrsaljko, TD, 87
Croazia, Dejan Lovren, DC, 88
Croazia, Domagoj Vida, DC, 87
Croazia, Ivan Strinić, TS, 86
Croazia, Luka Modrić, CC, 94
Croazia, Ivan Rakitić, CC, 91
Croazia, Marcelo Brozović, CC, 89
Croazia, Ivan Perišić, TRQ, 91
Croazia, Mario Mandžukić, ATT, 90
Croazia, Andrej Kramarić, ATT, 88

Portogallo, Rui Patrício, POR, 90
Portogallo, Cédric Soares, TD, 87
Portogallo, Pepe, DC, 90
Portogallo, José Fonte, DC, 86
