SQUADRA, GIOCATORE, RUOLO, RATING

Italia, Gianluigi Buffon, POR, 93
Italia, Fabio Cannavaro, DC, 94
Italia, Alessandro Nesta, DC, 91
Italia, Marco Materazzi, DC, 88
Italia, Gianluca Zambrotta, TD, 89
Italia, Fabio Grosso, TS, 88
Italia, Andrea Pirlo, CC, 92
Italia, Gennaro Gattuso, CC, 89
Italia, Francesco Totti, TRQ, 92
Italia, Luca Toni, ATT, 91
Italia, Alessandro Del Piero, ATT, 91

Francia, Fabien Barthez, POR, 88
Francia, Lilian Thuram, DC, 90
Francia, William Gallas, DC, 88
Francia, Willy Sagnol, TD, 87
Francia, Eric Abidal, TS, 87
Francia, Patrick Vieira, CC, 91
Francia, Claude Makélélé, CC, 90
Francia, Zinedine Zidane, TRQ, 95
Francia, Franck Ribéry, CC, 90
Francia, Thierry Henry, ATT, 92
Francia, David Trezeguet, ATT, 90

Germania, Jens Lehmann, POR, 90
Germania, Philipp Lahm, TS, 90
Germania, Christoph Metzelder, DC, 87
Germania, Per Mertesacker, DC, 88
Germania, Arne Friedrich, DC, 86
Germania, Michael Ballack, CC, 92
Germania, Torsten Frings, CC, 88
Germania, Bernd Schneider, TRQ, 87
Germania, Bastian Schweinsteiger, CC, 89
Germania, Lukas Podolski, ATT, 89
Germania, Miroslav Klose, ATT, 91

Brasile, Dida, POR, 90
Brasile, Cafu, TD, 89
Brasile, Roberto Carlos, TS, 91
Brasile, Lúcio, DC, 90
Brasile, Juan, DC, 87
Brasile, Gilberto Silva, CC, 88
Brasile, Zé Roberto, CC, 89
Brasile, Kaká, TRQ, 93
Brasile, Ronaldinho, TRQ, 94
Brasile, Adriano, ATT, 90
Brasile, Ronaldo, ATT, 92

Argentina, Roberto Abbondanzieri, POR, 88
Argentina, Nicolás Burdisso, TD, 86
Argentina, Roberto Ayala, DC, 91
Argentina, Gabriel Heinze, DC, 88
Argentina, Fabricio Coloccini, DC, 86
Argentina, Juan Román Riquelme, TRQ, 92
Argentina, Esteban Cambiasso, CC, 89
Argentina, Javier Mascherano, CC, 90
Argentina, Maxi Rodríguez, CC, 88
Argentina, Hernán Crespo, ATT, 91
Argentina, Carlos Tevez, ATT, 90

Paesi Bassi, Edwin van der Sar, POR, 90
Paesi Bassi, Khalid Boulahrouz, DC, 87
Paesi Bassi, Joris Mathijsen, DC, 86
Paesi Bassi, Giovanni van Bronckhorst, TS, 88
Paesi Bassi, Mark van Bommel, CC, 89
Paesi Bassi, Phillip Cocu, CC, 88
Paesi Bassi, Wesley Sneijder, CC, 90
Paesi Bassi, Rafael van der Vaart, TRQ, 90
Paesi Bassi, Arjen Robben, ATT, 92
Paesi Bassi, Robin van Persie, ATT, 91
Paesi Bassi, Ruud van Nistelrooy, ATT, 92

Portogallo, Ricardo, POR, 88
Portogallo, Miguel, TD, 87
Portogallo, Ricardo Carvalho, DC, 91
Portogallo, Fernando Meira, DC, 86
Portogallo, Nuno Valente, TS, 86
Portogallo, Costinha, CC, 88
Portogallo, Maniche, CC, 89
Portogallo, Deco, TRQ, 92
Portogallo, Cristiano Ronaldo, ATT, 93
Portogallo, Luís Figo, TRQ, 91
Portogallo, Pauleta, ATT, 89

Messico, Oswaldo Sánchez, POR, 88
Messico, Rafael Márquez, DC, 90
Messico, Ricardo Osorio, DC, 86
Messico, Carlos Salcido, TS, 87
Messico, Pavel Pardo, CC, 88
Messico, Gerardo Torrado, CC, 87
Messico, Andrés Guardado, CC, 88
Messico, Zinha, TRQ, 87
Messico, Jared Borgetti, ATT, 90
Messico, Omar Bravo, ATT, 88
Messico, Francisco Fonseca, ATT, 87

Giappone, Yoshikatsu Kawaguchi, POR, 86
Giappone, Yuji Nakazawa, DC, 87
Giappone, Tsuneyasu Miyamoto, DC, 86
Giappone, Yuichi Komano, TD, 85
Giappone, Junichi Inamoto, CC, 87
Giappone, Takashi Fukunishi, CC, 86
Giappone, Hidetoshi Nakata, TRQ, 90
Giappone, Shunsuke Nakamura, TRQ, 90
Giappone, Keiji Tamada, ATT, 87
Giappone, Naohiro Takahara, ATT, 88
Giappone, Atsushi Yanagisawa, ATT, 86

Inghilterra, Paul Robinson, POR, 86
Inghilterra, Gary Neville, TD, 87
Inghilterra, Rio Ferdinand, DC, 90
Inghilterra, John Terry, DC, 91
Inghilterra, Ashley Cole, TS, 89
Inghilterra, David Beckham, CC, 89
Inghilterra, Steven Gerrard, CC, 91
Inghilterra, Frank Lampard, CC, 91
Inghilterra, Joe Cole, TRQ, 88
Inghilterra, Wayne Rooney, ATT, 90
Inghilterra, Michael Owen, ATT, 89

Spagna, Iker Casillas, POR, 91
Spagna, Sergio Ramos, TD, 88
Spagna, Carles Puyol, DC, 90
Spagna, Pablo Ibáñez, DC, 85
Spagna, Mariano Pernía, TS, 86
Spagna, Xabi Alonso, CC, 89
Spagna, Xavi, CC, 90
Spagna, Cesc Fàbregas, CC, 87
Spagna, Luis García, TRQ, 86
Spagna, David Villa, ATT, 89
Spagna, Fernando Torres, ATT, 89

Svezia, Andreas Isaksson, POR, 86
Svezia, Teddy Lučić, DC, 85
Svezia, Olof Mellberg, DC, 87
Svezia, Erik Edman, TS, 85
Svezia, Tobias Linderoth, CC, 85
Svezia, Kim Källström, CC, 86
Svezia, Anders Svensson, CC, 86
