SQUADRA, GIOCATORE, RUOLO, RATING

Germania, Manuel Neuer, POR, 93
Germania, Philipp Lahm, TD, 92
Germania, Jérôme Boateng, DC, 89
Germania, Mats Hummels, DC, 90
Germania, Benedikt Höwedes, TS, 87
Germania, Bastian Schweinsteiger, CC, 92
Germania, Toni Kroos, CC, 91
Germania, Mesut Özil, TRQ, 90
Germania, Thomas Müller, ATT, 92
Germania, Miroslav Klose, ATT, 90
Germania, André Schürrle, ATT, 88

Argentina, Sergio Romero, POR, 89
Argentina, Pablo Zabaleta, TD, 88
Argentina, Ezequiel Garay, DC, 88
Argentina, Martín Demichelis, DC, 86
Argentina, Marcos Rojo, TS, 87
Argentina, Javier Mascherano, CC, 92
Argentina, Ángel Di María, CC, 91
Argentina, Lucas Biglia, CC, 87
Argentina, Lionel Messi, ATT, 95
Argentina, Gonzalo Higuaín, ATT, 90
Argentina, Sergio Agüero, ATT, 92

Brasile, Júlio César, POR, 88
Brasile, Dani Alves, TD, 90
Brasile, Thiago Silva, DC, 92
Brasile, David Luiz, DC, 90
Brasile, Marcelo, TS, 91
Brasile, Luiz Gustavo, CC, 88
Brasile, Paulinho, CC, 87
Brasile, Oscar, TRQ, 88
Brasile, Neymar, ATT, 94
Brasile, Fred, ATT, 86
Brasile, Hulk, ATT, 88

Paesi Bassi, Jasper Cillessen, POR, 88
Paesi Bassi, Ron Vlaar, DC, 87
Paesi Bassi, Stefan de Vrij, DC, 88
Paesi Bassi, Bruno Martins Indi, DC, 86
Paesi Bassi, Daley Blind, TS, 88
Paesi Bassi, Nigel de Jong, CC, 89
Paesi Bassi, Wesley Sneijder, CC, 91
Paesi Bassi, Arjen Robben, ATT, 93
Paesi Bassi, Robin van Persie, ATT, 92
Paesi Bassi, Memphis Depay, ATT, 88
Paesi Bassi, Georginio Wijnaldum, CC, 88

Belgio, Thibaut Courtois, POR, 90
Belgio, Toby Alderweireld, DC, 88
Belgio, Vincent Kompany, DC, 91
Belgio, Jan Vertonghen, DC, 89
Belgio, Thomas Vermaelen, DC, 87
Belgio, Axel Witsel, CC, 89
Belgio, Marouane Fellaini, CC, 88
Belgio, Eden Hazard, TRQ, 93
Belgio, Kevin De Bruyne, CC, 92
Belgio, Dries Mertens, ATT, 89
Belgio, Romelu Lukaku, ATT, 91

Francia, Hugo Lloris, POR, 90
Francia, Mathieu Debuchy, TD, 87
Francia, Raphaël Varane, DC, 89
Francia, Mamadou Sakho, DC, 87
Francia, Patrice Evra, TS, 88
Francia, Paul Pogba, CC, 91
Francia, Blaise Matuidi, CC, 89
Francia, Yohan Cabaye, CC, 87
Francia, Antoine Griezmann, TRQ, 91
Francia, Karim Benzema, ATT, 92
Francia, Olivier Giroud, ATT, 89

Spagna, Iker Casillas, POR, 91
Spagna, Sergio Ramos, DC, 92
Spagna, Gerard Piqué, DC, 90
Spagna, Jordi Alba, TS, 89
Spagna, Juanfran, TD, 88
Spagna, Sergio Busquets, CC, 91
Spagna, Xabi Alonso, CC, 90
Spagna, Andrés Iniesta, TRQ, 94
Spagna, David Silva, CC, 90
Spagna, Cesc Fàbregas, TRQ, 89
Spagna, Diego Costa, ATT, 90

Portogallo, Rui Patrício, POR, 89
Portogallo, João Pereira, TD, 86
