SQUADRA, GIOCATORE, RUOLO, RATING

Stati Uniti, Matt Turner, POR, 80
Stati Uniti, Sergiño Dest, TD, 80
Stati Uniti, Chris Richards, DC, 78
Stati Uniti, Tim Ream, DC, 78
Stati Uniti, Antonee Robinson, TS, 79
Stati Uniti, Tyler Adams, CC, 80
Stati Uniti, Weston McKennie, CC, 81
Stati Uniti, Yunus Musah, CC, 80
Stati Uniti, Giovanni Reyna, TRQ, 81
Stati Uniti, Christian Pulisic, ATT, 83
Stati Uniti, Folarin Balogun, ATT, 81

Canada, Maxime Crépeau, POR, 76
Canada, Alistair Johnston, TD, 77
Canada, Moïse Bombito, DC, 75
Canada, Derek Cornelius, DC, 74
Canada, Alphonso Davies, TS, 84
Canada, Stephen Eustáquio, CC, 79
Canada, Ismaël Koné, CC, 77
Canada, Tajon Buchanan, TRQ, 78
Canada, Richie Laryea, ATT, 75
Canada, Jonathan David, ATT, 82
Canada, Cyle Larin, ATT, 77

Messico, Guillermo Ochoa, POR, 80
Messico, Jorge Sánchez, TD, 78
Messico, César Montes, DC, 79
Messico, Johan Vásquez, DC, 78
Messico, Gerardo Arteaga, TS, 77
Messico, Edson Álvarez, CC, 82
Messico, Luis Chávez, CC, 80
Messico, Orbelín Pineda, TRQ, 79
Messico, Hirving Lozano, ATT, 81
Messico, Santiago Giménez, ATT, 82
Messico, Julián Quiñones, ATT, 80

Giappone, Zion Suzuki, POR, 76
Giappone, Yukinari Sugawara, TD, 78
Giappone, Ko Itakura, DC, 80
Giappone, Takehiro Tomiyasu, DC, 81
Giappone, Hiroki Ito, TS, 79
Giappone, Wataru Endo, CC, 81
Giappone, Hidemasa Morita, CC, 80
Giappone, Takefusa Kubo, TRQ, 82
Giappone, Takumi Minamino, ATT, 80
Giappone, Kaoru Mitoma, ATT, 83
Giappone, Ayase Ueda, ATT, 79

Nuova Zelanda, Max Crocombe, POR, 72
Nuova Zelanda, Tim Payne, TD, 69
